"INGREDIENT_ID","INGREDIENT_DATA_CATEGORY","INGREDIENT_NAME","INGREDIENT_CATEGORY","INGREDIENT_DESC","CALORIE","CARB","FAT","PROTEIN"
I0304201,樣品基本資料,"豬大排：背脊,帶骨里肌",肉類,"生,豬背脊部位,去骨,混合均勻打碎",2.14,0.0,0.14,0.19
I0304301,樣品基本資料,"豬小排：里肌小排,肋小排,肋骨排",肉類,"生,豬背脊部位,去骨,混合均勻打碎",2.87,0.0,0.23,0.18
I0304401,樣品基本資料,僧帽肌：離緣肉,肉類,"生,豬背脊部位,混合均勻打碎",2.09,0.0,0.13,0.2
I0306101,樣品基本資料,豬小里肌：腰內肉,肉類,"生,豬小里肌部位,混合均勻打碎",1.39,0.0,0.05,0.21
I0308101,樣品基本資料,"豬去皮腹脇肉：去皮五花肉,去皮三層肉",肉類,"生,豬腹脇部位,去皮,混合均勻打碎",3.6,0.0,0.32,0.14
I0308201,樣品基本資料,"豬帶皮腹脇肉：帶皮五花肉,帶皮三層肉",肉類,"生,豬腹脇部位,帶皮,混合均勻打碎",3.68,0.0,0.33,0.14
I0308301,樣品基本資料,"豬腹脇排：腩排,肉排,小排",肉類,"生,豬腹脇部位,去軟骨,混合均勻打碎",2.67,0.0,0.2,0.18
I0310101,樣品基本資料,"豬肝連：肝連,隔胸肉,條仔肉(橫隔肌)",肉類,"生,與豬肝相連之豬肉,混合均勻打碎",1.99,0.0,0.15,0.14
I0310201,樣品基本資料,"豬頰肉：豬舌肉,菊花肉",肉類,"生,與豬舌相連之豬肉,混合均勻打碎",1.82,0.01,0.11,0.17
I0310301,樣品基本資料,豬頸肉：松阪豬肉,肉類,"生,混合均勻打碎",2.84,0.0,0.23,0.17
I03104,樣品平均值,豬絞肉平均值,肉類,"生,混合均勻打碎",2.12,0.0,0.14,0.18
I0310401,樣品基本資料,豬絞肉(70％瘦肉率),肉類,"生,混合均勻打碎",2.18,0.0,0.15,0.19
I0310402,樣品基本資料,豬絞肉(90％瘦肉率),肉類,"生,混合均勻打碎",2.05,0.0,0.14,0.18
I0320101,樣品基本資料,豬心,肉類,"生,豬臟器,混合均勻打碎",1.28,0.01,0.07,0.13
I0320201,樣品基本資料,"豬白管：豬管庭(廷),皇管(豬之胸大動脈)",肉類,"生,豬臟器,混合均勻打碎",0.93,0.0,0.03,0.14
I0320301,樣品基本資料,豬皮,肉類,"生,豬臟器,混合均勻打碎",4.91,0.0,0.44,0.22
I0320401,樣品基本資料,豬耳,肉類,"生,豬臟器,混合均勻打碎",2.33,0.0,0.14,0.24
I0320501,樣品基本資料,豬舌,肉類,"生,豬臟器,混合均勻打碎",1.85,0.0,0.11,0.18
I0320601,樣品基本資料,豬血,肉類,"生,混合均勻打碎",0.29,0.0,0.0,0.06
I0320701,樣品基本資料,豬尾,肉類,"生,豬臟器,去骨,混合均勻打碎",2.95,0.07,0.25,0.16
I0320801,樣品基本資料,豬肝,肉類,"生,豬臟器,混合均勻打碎",1.26,0.02,0.04,0.2
I0320901,樣品基本資料,醃燻豬肝,肉類,"熟,豬肝製品,混合均勻打碎(豬肝)",1.67,0.04,0.04,0.26
I0321001,樣品基本資料,"膽肝：鹹豬肝,粉肝,柴肝",肉類,"熟,豬肝製品,混合均勻打碎",2.52,0.13,0.07,0.31
I0321101,樣品基本資料,豬肚：豬胃,肉類,"生,豬臟器,混合均勻打碎",1.52,0.0,0.11,0.12
I0321201,樣品基本資料,熟豬肚：豬胃,肉類,"熟,豬臟器,水煮,混合均勻打碎(豬肚)",1.37,0.02,0.07,0.16
I0321301,樣品基本資料,豬油渣,肉類,"購買市售豬皮下脂肪,以瓦斯爐煉製豬油渣,混合均勻打碎",8.37,0.0,0.84,0.17
I03214,樣品平均值,豬骨湯平均值：高湯,肉類,"熟,以不同部位豬骨慢火熬煮,取其平均值",0.08,0.0,0.0,0.0
I0321401,樣品基本資料,豬大骨湯：高湯,肉類,"熟,1082g大骨以2L沸水燙洗2分鐘,再以3.5L沸水熬煮4小時,最後定量至2 L.",0.07,0.0,0.0,0.01
I0321402,樣品基本資料,"豬肋骨湯：高湯,小骨湯,籤仔骨湯,冰仔骨湯,支骨湯",肉類,"熟,603g枝骨以1L沸水燙洗2分鐘,再以3L沸水熬煮4小時,最後定量至2.3L.",0.09,0.0,0.0,0.0
I0321403,樣品基本資料,豬肩骨湯：高湯,肉類,"熟,736g肩骨以2L沸水燙洗2分鐘,再以3L沸水熬煮4小時,最後定量至2L.",0.08,0.0,0.0,0.01
I0321501,樣品基本資料,豬軟骨,肉類,"生鮮,軟骨帶部份肉,混合均勻打碎",3.32,0.0,0.29,0.15
I0321601,樣品基本資料,豬腎：腰子,肉類,"生,豬臟器,混合均勻打碎",0.82,0.01,0.01,0.15
I0321701,樣品基本資料,豬脾臟：腰尺,肉類,"生,豬臟器,混合均勻打碎",0.79,0.02,0.01,0.15
I0321801,樣品基本資料,豬大腸,肉類,"生,豬臟器,混合均勻打碎",1.98,0.01,0.18,0.06
I0321901,樣品基本資料,豬小腸,肉類,"生,豬臟器,混合均勻打碎",1.56,0.0,0.11,0.12
I0322001,樣品基本資料,豬空腸：粉腸,肉類,"生,豬臟器,混合均勻打碎",1.86,0.08,0.15,0.1
I0322101,樣品基本資料,"豬前腳：豬腳,豬蹄,短腳",肉類,"生,豬腳,去骨,混合均勻打碎",2.52,0.0,0.17,0.21
I0322201,樣品基本資料,"豬後腳：豬腳,豬蹄,長腳",肉類,"生,豬腳,去骨,混合均勻打碎",2.53,0.0,0.18,0.19
I0322301,樣品基本資料,"豬蹄膀：豬腳,蹄膀,圓蹄",肉類,"生,豬蹄膀,去骨,含皮,混合均勻打碎",3.31,0.0,0.28,0.17
I0322401,樣品基本資料,滷豬腳,肉類,"熟,滷豬腳,去骨,混合均勻打碎",2.37,0.0,0.15,0.28
I0322501,樣品基本資料,"豬腳筋：蹄筋,長筋",肉類,"生,混合均勻打碎",0.72,0.0,0.01,0.14
I0322601,樣品基本資料,豬腦,肉類,"生,豬臟器,混合均勻打碎",1.25,0.0,0.08,0.1
I0400101,樣品基本資料,"土雞：放山雞,走地雞",肉類,"生,全雞肉,去頭尾,去翅膀及腳,去骨及內臟,混合均勻打碎",1.88,0.0,0.11,0.19
I0400201,樣品基本資料,肉雞：飼料雞,肉類,"生,全雞肉,去頭尾,去翅膀及腳,去骨及內臟,混合均勻打碎",2.48,0.0,0.19,0.16
I0400301,樣品基本資料,"烏骨雞：竹絲雞,絲羽烏骨雞,武山雞,烏雞",肉類,"生,全雞肉,去頭尾,去翅膀及腳,去骨及內臟,混合均勻打碎",2.13,0.0,0.15,0.17
I0400401,樣品基本資料,烤雞：手扒雞,肉類,"熟,全雞肉,去頭尾,去骨,混合均勻打碎",2.33,0.03,0.14,0.22
I04021,樣品平均值,里肌肉平均值,肉類,"生,雞胸部位,去皮,混合均勻打碎",1.09,0.0,0.0,0.24
I0402101,樣品基本資料,里肌肉(土雞),肉類,"生,雞胸部位,去皮,混合均勻打碎",1.12,0.0,0.0,0.24
I0402102,樣品基本資料,里肌肉(肉雞),肉類,"生,雞胸部位,混合均勻打碎",1.06,0.0,0.0,0.23
I0402201,樣品基本資料,帶骨去皮對切胸(肉雞),肉類,"生,雞胸部位,去皮,去骨,混合均勻打碎",1.04,0.0,0.0,0.22
I0402301,樣品基本資料,帶骨帶皮對切胸(肉雞),肉類,"生,雞胸部位,含皮,去骨,混合均勻打碎",2.19,0.0,0.15,0.19
I04024,樣品平均值,去皮清肉平均值,肉類,"生,雞胸部位,混合均勻打碎",1.19,0.0,0.02,0.23
I0402401,樣品基本資料,去皮清肉(土雞)：去皮雞胸肉,肉類,"生,雞胸部位,混合均勻打碎",1.21,0.0,0.02,0.23
I0402402,樣品基本資料,去皮清肉(肉雞)：去皮雞胸肉,肉類,"生,雞胸部位,混合均勻打碎",1.17,0.0,0.01,0.23
I04041,樣品平均值,骨腿平均值,肉類,"生,雞腿部位,去骨,混合均勻打碎",1.72,0.0,0.1,0.18
I0404101,樣品基本資料,骨腿(土雞)：雞腿,肉類,"生,雞腿部位,去骨,混合均勻打碎",1.3,0.0,0.04,0.21
I0404102,樣品基本資料,骨腿(肉雞)：雞腿,肉類,"生,雞腿部位,去骨,混合均勻打碎",2.14,0.0,0.16,0.14
I04042,樣品平均值,清腿平均值,肉類,"生,雞腿部位,去骨,混合均勻打碎",1.57,0.0,0.08,0.18
I0404201,樣品基本資料,清腿(土雞)：雞腿,肉類,"生,雞腿部位,去骨,混合均勻打碎",1.42,0.0,0.06,0.2
I0404202,樣品基本資料,清腿(肉雞)：雞腿,肉類,"生,雞腿部位,去骨,混合均勻打碎",1.73,0.0,0.11,0.16
I04043,樣品平均值,棒棒腿平均值,肉類,"生,雞腿部位,去骨,混合均勻打碎",1.5,0.0,0.07,0.18
I0404301,樣品基本資料,棒棒腿(土雞)：雞腿,肉類,"生,雞腿部位,去骨,混合均勻打碎",1.43,0.0,0.05,0.21
I0404302,樣品基本資料,棒棒腿(肉雞)：雞腿,肉類,"生,雞腿部位,去骨,混合均勻打碎",1.57,0.0,0.09,0.16
I04044,樣品平均值,雞排平均值,肉類,"生,雞腿部位,去骨,混合均勻打碎",1.83,0.0,0.12,0.17
I0404401,樣品基本資料,雞排(土雞),肉類,"生,雞腿部位,去骨,混合均勻打碎",1.58,0.0,0.08,0.18
I0404402,樣品基本資料,雞排(肉雞),肉類,"生,雞腿部位,去骨,混合均勻打碎",2.08,0.0,0.15,0.15
I0404501,樣品基本資料,去皮去骨雞腿(肉雞),肉類,"生,雞腿部位,去骨,去皮,混合均勻打碎",1.65,0.0,0.08,0.19
I04061,樣品平均值,二節翅平均值,肉類,"生,雞翅部位,去骨,含皮,混合均勻打碎",2.29,0.0,0.16,0.18
I0406101,樣品基本資料,二節翅(土雞),肉類,"生,雞翅部位,去骨,含皮,混合均勻打碎",2.28,0.0,0.15,0.19
I0406102,樣品基本資料,二節翅(肉雞),肉類,"生,雞翅部位,去骨,含皮,混合均勻打碎",2.3,0.0,0.17,0.16
I04062,樣品平均值,三節翅平均值,肉類,"生,雞翅部位,去骨,含皮,混合均勻打碎",2.1,0.0,0.14,0.18
I0406201,樣品基本資料,三節翅(土雞),肉類,"生,雞翅部位,去骨,含皮,混合均勻打碎",1.98,0.0,0.13,0.19
I0406202,樣品基本資料,三節翅(肉雞),肉類,"生,雞翅部位,去骨,含皮,混合均勻打碎",2.22,0.0,0.16,0.17
I0406301,樣品基本資料,翅腿(肉雞)：小雞腿,肉類,"生,雞翅部位,去骨,含皮,混合均勻打碎",2.1,0.01,0.14,0.17
I0410101,樣品基本資料,雞絞肉,肉類,"生,混合均勻打碎",1.31,0.0,0.01,0.27
I0420101,樣品基本資料,雞心(肉雞),肉類,"生,雞臟器,混合均勻打碎",1.9,0.0,0.14,0.13
I0420201,樣品基本資料,雞尾椎：雞屁股,肉類,"生,雞臟器,去骨,混合均勻打碎",4.52,0.0,0.45,0.09
I0420301,樣品基本資料,雞肝(肉雞),肉類,"生,雞臟器,混合均勻打碎",1.11,0.02,0.03,0.18
I0420401,樣品基本資料,雞胗(肉雞)：雞肫,肉類,"生,雞臟器,混合均勻打碎",0.89,0.0,0.02,0.16
I0420501,樣品基本資料,冷凍烤雞翅,肉類,"熟,冷凍包裝,去骨,混合均勻打碎(雞翅,植物油等)",2.17,0.03,0.14,0.18
I0420601,樣品基本資料,雞胸骨湯：雞高湯,肉類,"熟,560g雞胸骨以1L沸水燙洗2分鐘,再以2L沸水小火熬煮4小時,最後定量至2L.",0.09,0.0,0.0,0.01
I0420701,樣品基本資料,"雞睪丸：雞子,雞弗",肉類,"生,雞臟器,混合均勻打碎",0.71,0.0,0.02,0.1
I0420801,樣品基本資料,"雞腳(肉雞)：雞爪,鳳爪",肉類,"生,雞腳,去骨,混合均勻打碎",2.16,0.0,0.14,0.2
I0420901,樣品基本資料,雞膝軟骨(肉雞)：雞軟骨,肉類,"生,雞臟器,混合均勻打碎",1.07,0.0,0.02,0.2
I0421001,樣品基本資料,雞皮(肉雞),肉類,"生,雞臟器,混合均勻打碎",4.42,0.0,0.43,0.11
I0500101,樣品基本資料,太空鴨,肉類,"生,全鴨肉,去尾巴,去骨,混合均勻打碎",3.19,0.0,0.27,0.16
I0500201,樣品基本資料,"番鴨：麝番鴨,紅面鴨,紅面(正)番鴨",肉類,"生,全鴨肉,去頭腳,去骨及內臟,混合均勻打碎",2.24,0.0,0.16,0.18
I0500301,樣品基本資料,太空鴨(去皮),肉類,"生,全鴨肉,去皮,去頭尾,去翅腳,去骨,混合均勻打碎",1.02,0.0,0.01,0.2
I0500401,樣品基本資料,土番鴨,肉類,"生,全鴨肉,去皮,去頭腳,去骨及內臟,混合均勻打碎",1.11,0.0,0.02,0.2
I0502101,樣品基本資料,櫻桃鴨胸肉片,肉類,"生,鴨胸部位,去骨,混合均勻打碎",2.27,0.04,0.17,0.16
I0504101,樣品基本資料,鴨腿,肉類,"生,鴨腿部位,去骨,混合均勻打碎",2.82,0.03,0.24,0.14
I0520101,樣品基本資料,鴨血,肉類,"生,混合均勻打碎",0.29,0.0,0.0,0.06
I0520201,樣品基本資料,鴨胗：鴨肫,肉類,"生,鴨臟器,混合均勻打碎",0.97,0.0,0.01,0.2
I0520301,樣品基本資料,去骨鴨掌,肉類,"生,混合均勻打碎",1.13,0.0,0.06,0.12
I0520401,樣品基本資料,鴨腸,肉類,"生,鴨臟器,混合均勻打碎",0.94,0.0,0.03,0.13
I0520501,樣品基本資料,鴨賞,肉類,"熟,鴨賞,混合均勻打碎",3.04,0.05,0.17,0.31
I0520601,樣品基本資料,鴨翅,肉類,"生,去骨,混合均勻打碎",1.7,0.0,0.08,0.22
I0520701,樣品基本資料,鴨頭,肉類,"生,去骨,取可食部分(包含腦隨)混合均勻打碎",1.99,0.0,0.14,0.16
I0520801,樣品基本資料,鴨舌,肉類,"生,去骨,混合均勻打碎",1.87,0.0,0.13,0.16
I0600101,樣品基本資料,鵝肉,肉類,"生,全鵝肉,含皮,去頭腳,去骨及內臟,混合均勻打碎",1.87,0.02,0.13,0.15
I0600201,樣品基本資料,茶鵝,肉類,"熟,全茶鵝肉,以精選紅茶葉薰烤,含皮,去頭腳,去骨及內臟,混合均勻打碎",3.52,0.0,0.32,0.15
I0602101,樣品基本資料,鵝胸肉,肉類,"生,鵝胸部位,去皮,混合均勻打碎",1.2,0.0,0.02,0.23
I0604101,樣品基本資料,鵝腿肉,肉類,"生,鵝腿部位,混合均勻打碎",1.3,0.0,0.04,0.21
I0604201,樣品基本資料,熟鵝腿肉,肉類,"熟,鵝腿部位,水煮,去骨,混合均勻打碎",2.92,0.0,0.23,0.18
I0620101,樣品基本資料,鵝心,肉類,"生,鵝臟器,混合均勻打碎",2.41,0.0,0.19,0.14
I0620201,樣品基本資料,鵝肝,肉類,"生,鵝臟器,混合均勻打碎",1.23,0.0,0.03,0.2
I0620301,樣品基本資料,鵝胗：鵝肫,肉類,"生,鵝臟器,混合均勻打碎",0.95,0.02,0.02,0.17
I0620401,樣品基本資料,鵝腸,肉類,"生,鵝臟器,混合均勻打碎",0.63,0.0,0.02,0.09
I0700101,樣品基本資料,"火雞肉：七面鳥,吐綬雞",肉類,"生,全火雞,含皮,去頭腳,去骨及內臟,混合均勻打碎",1.41,0.0,0.05,0.21
I0802101,樣品基本資料,"鴕鳥菲力肉排：鴕鳥腓力,鴕鳥里肌肉",肉類,"生,鴕鳥上肉部位,冷凍產品,混合均勻打碎",1.05,0.0,0.0,0.22
I0804101,樣品基本資料,鴕鳥沙朗肉排,肉類,"生,鴕鳥上肉部位,冷凍產品,混合均勻打碎",0.97,0.06,0.0,0.2
I0810101,樣品基本資料,"鴕腱肉：屈肌,伸肌",肉類,"生,鴕鳥其他肉部位,冷凍產品,混合均勻打碎",1.07,0.0,0.03,0.18
I0810201,樣品基本資料,鴕腩肉,肉類,"生,鴕鳥其他肉部位,冷凍產品,混合均勻打碎",1.44,0.0,0.05,0.21
I0900101,樣品基本資料,"雉雞：環頸雉,野雞",肉類,"生,全雞肉,去頭尾,去翅膀及腳,去骨及內臟,混合均勻打碎",1.24,0.0,0.02,0.24
I9900101,樣品基本資料,"虎皮蛙：虎斑蛙,虎紋蛙,水雞,田雞,台灣青蛙",肉類,"生,人工養殖,去頭,去皮,去骨及內臟,混合均勻打碎",0.94,0.0,0.0,0.21
I9900201,樣品基本資料,蛇肉,肉類,"生,含皮,去頭,去骨及內臟,混合均勻打碎",0.85,0.0,0.0,0.19
J0200201,樣品基本資料,"雙髻鯊：丫髻鯊(鮫),犛頭沙,雙髻鯊,雙過仔",魚貝類,"生,去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎",1.17,0.0,0.0,0.27
J0200202,樣品基本資料,"雙髻鯊腹肉：丫髻鯊(鮫),犛頭沙,雙髻鯊,雙過仔",魚貝類,"生,取腹部附近魚身一段,去皮,去骨刺及筋,混合均勻打碎",1.1,0.0,0.0,0.25
J0200301,樣品基本資料,鯊魚切片：沙魚,魚貝類,"生,混合均勻打碎",1.06,0.0,0.0,0.24
J0200401,樣品基本資料,鯊魚煙,魚貝類,"熟食,混合均勻打碎",0.98,0.0,0.0,0.22
J0400101,樣品基本資料,魟魚,魚貝類,"生,去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎",1.06,0.0,0.0,0.24
J0400201,樣品基本資料,"日本鰻鱺魚片(生)：白鰻,日本鰻,正鰻,白鱔,鰻鱺,土鰻(澎湖),淡水鰻(澎湖)",魚貝類,"生,混合均勻打碎",2.54,0.0,0.19,0.18
J0400301,樣品基本資料,"日本鰻鱺魚片(蒲燒)：白鰻,日本鰻,正鰻,白鱔,鰻鱺,土鰻(澎湖),淡水鰻(澎湖)",魚貝類,"熟,混合均勻打碎",2.76,0.0,0.18,0.25
J0400401,樣品基本資料,"灰海鰻：虎鰻,海鰻,錢鰻(臺東)",魚貝類,"生,去鱗,去皮,去頭尾,去內臟及硬骨,混合均勻打碎(有軟刺未完全去除)",0.97,0.0,0.01,0.2
J0400501,樣品基本資料,魩仔魚：魩仔,魚貝類,"生,混合均勻打碎",0.56,0.0,0.0,0.11
J04006,樣品平均值,魩仔魚平均值(加工)：魩仔,魚貝類,"熟,混合均勻打碎",1.24,0.01,0.01,0.26
J0400601,樣品基本資料,"魩仔魚(加工,大)：魩仔",魚貝類,"熟,混合均勻打碎",0.97,0.01,0.01,0.2
J0400602,樣品基本資料,"魩仔魚(加工,小)：魩仔",魚貝類,"熟,混合均勻打碎",1.51,0.0,0.01,0.31
J0400603,樣品基本資料,魩仔魚(加工),魚貝類,熟，混合均勻打碎,1.05,0.0,0.0,0.23
J0400701,樣品基本資料,"鹽漬小鱗脂眼鯡(鹹馧仔)：臭肉鰮,鰮仔,圓眼仔,鰮魚,鰮仔魚,圓仔魚(幼魚),脂眼鯡,臭肉,臭肉魚/肉鰮(澎湖)",魚貝類,"熟,醃製品,去頭尾及骨刺,混合均勻打碎",2.28,0.0,0.17,0.17
J0400801,樣品基本資料,"日本銀帶鯡：針嘴鰮,丁香魚,魩仔,丁香,鱙仔,灰海荷鰮",魚貝類,"生,混合均勻打碎",1.01,0.0,0.01,0.21
J0400901,樣品基本資料,"日本銀帶鯡(加工)：針嘴鰮,丁香魚,魩仔,丁香,鱙仔,灰海荷鰮",魚貝類,"熟,水煮,混合均勻打碎",1.11,0.01,0.02,0.21
J0400902,樣品基本資料,"日本銀帶鯡魚干(丁香魚脯)：針嘴鰮,丁香魚,魩仔,丁香,鱙仔,灰海荷鰮",魚貝類,"熟,乾貨,混合均勻打碎",2.73,0.01,0.05,0.51
J04010,樣品平均值,"虱目魚平均值(去皮)：麻虱目仔,麻虱(蝨)目,蝨(遮/塞)目魚,虱麻魚,海草魚,安平魚,國姓(聖)魚",魚貝類,"生,去鱗,去皮,去頭尾,去內臟及骨刺,混合均勻打碎",1.79,0.0,0.09,0.21
J0401001,樣品基本資料,"虱目魚(2月)：海草魚,遮目魚,殺目魚,安平魚,國姓魚,麻虱目仔,虱目/麻虱目(澎湖)",魚貝類,"生,去鱗,去皮,去頭尾,去內臟及骨刺,混合均勻打碎",1.8,0.01,0.1,0.19
J0401002,樣品基本資料,"虱目魚(5月)：海草魚,遮目魚,殺目魚,安平魚,國姓魚,麻虱目仔,虱目/麻虱目(澎湖)",魚貝類,"生,去鱗,去皮,去頭尾,去內臟及骨刺,混合均勻打碎",1.89,0.0,0.1,0.22
J0401003,樣品基本資料,"虱目魚(8月)：海草魚,遮目魚,殺目魚,安平魚,國姓魚,麻虱目仔,虱目/麻虱目(澎湖)",魚貝類,"生,去鱗,去皮,去頭尾,去內臟及骨刺,混合均勻打碎",1.24,0.0,0.02,0.23
J0401004,樣品基本資料,"虱目魚(9月)：海草魚,遮目魚,殺目魚,安平魚,國姓魚,麻虱目仔,虱目/麻虱目(澎湖)",魚貝類,"生,去鱗,去皮,去頭尾,去內臟及骨刺,混合均勻打碎",2.08,0.0,0.12,0.22
J0401005,樣品基本資料,"虱目魚(12月)：海草魚,遮目魚,殺目魚,安平魚,國姓魚,麻虱目仔,虱目/麻虱目(澎湖)",魚貝類,"生,去鱗,去皮,去頭尾,去內臟及骨刺,混合均勻打碎",1.92,0.0,0.11,0.21
J0401101,樣品基本資料,"虱目魚(含皮)：海草魚,遮目魚,殺目魚,安平魚,國姓魚,麻虱目仔,虱目/麻虱目(澎湖)",魚貝類,"生,去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎",2.0,0.0,0.11,0.21
J0401201,樣品基本資料,虱目魚腹肉(虱目魚肚),魚貝類,"生,冷凍包裝,去皮及骨刺,混合均勻打碎",3.42,0.0,0.29,0.17
J0401301,樣品基本資料,"草魚切片：鯇,鯤,池魚,草根魚,草鰱(高屏地區)",魚貝類,"生,去皮及骨刺,混合均勻打碎",1.66,0.02,0.08,0.21
J0401401,樣品基本資料,"草魚(含皮)：鯇,鯤,池魚,草根魚,草鰱(高屏地區)",魚貝類,"生,去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎",0.91,0.0,0.02,0.17
J0401501,樣品基本資料,"鯉：鮘仔,在來鯉,財神魚",魚貝類,"生,去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎",0.91,0.02,0.03,0.14
J0401601,樣品基本資料,"鱅：黑鰱,大頭鰱(魚),花鰱,胖頭鰱",魚貝類,"生,去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎",1.45,0.0,0.07,0.18
J0401701,樣品基本資料,"鬍鯰：鬍子鯰,土殺,本土土虱,塘虱魚",魚貝類,"生,去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎",1.94,0.0,0.13,0.16
J0401801,樣品基本資料,"斑海鯰：成仔魚,成仔丁,銀成,白肉成,臭臊成,生仔魚,鰻鯰,賓士魚",魚貝類,"生,去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎",0.86,0.0,0.0,0.19
J0401901,樣品基本資料,長體油胡瓜魚：柳葉魚,魚貝類,"生,去頭,含魚卵,混合均勻打碎",1.04,0.0,0.04,0.15
J0402001,樣品基本資料,"香魚：桀(加魚邊)魚,Ayu,年魚",魚貝類,"生,去鱗,去皮,去頭尾,去內臟及骨刺,混合均勻打碎",1.47,0.0,0.07,0.18
J0402101,樣品基本資料,"銀魚：水晶魚,小銀魚",魚貝類,"生,混合均勻打碎",0.69,0.0,0.0,0.14
J0402201,樣品基本資料,白肉鮭魚切片,魚貝類,"生,去皮及骨刺,混合均勻打碎",1.51,0.0,0.06,0.22
J0402301,樣品基本資料,紅肉鮭魚切片,魚貝類,"生,去皮及骨刺,混合均勻打碎",1.58,0.0,0.06,0.24
J04024,樣品平均值,大西洋鮭魚平均值(去皮),魚貝類,"生,去鱗,去皮,去頭尾,去內臟及骨刺,混合均勻打碎",2.21,0.0,0.14,0.2
J0402401,樣品基本資料,大西洋鮭魚(台灣養殖),魚貝類,"生,去鱗,去皮,去頭尾,去內臟及骨刺,混合均勻打碎",1.55,0.0,0.06,0.23
J0402402,樣品基本資料,大西洋鮭魚切片(中段),魚貝類,"生,去皮及骨刺,混合均勻打碎",1.74,0.0,0.09,0.2
J0402403,樣品基本資料,大西洋鮭魚切片(尾段),魚貝類,"生,去皮及骨刺,混合均勻打碎",2.04,0.0,0.12,0.2
J0402404,樣品基本資料,大西洋鮭魚生魚片,魚貝類,"生,混合均勻打碎",2.22,0.0,0.15,0.19
J0402405,樣品基本資料,大西洋鮭魚腹肉,魚貝類,"生,腹部肉,去皮及骨刺,混合均勻打碎",3.49,0.0,0.31,0.16
J0402501,樣品基本資料,"麥奇鈎吻鮭(去皮)：鱒魚,虹鱒,麥奇鉤吻鱒",魚貝類,"生,去鱗,去皮,去頭尾,去內臟及骨刺,混合均勻打碎",1.6,0.0,0.07,0.2
J0402601,樣品基本資料,"麥奇鈎吻鮭(含皮)：鱒魚,虹鱒,麥奇鉤吻鱒",魚貝類,"生,去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎",1.47,0.0,0.06,0.2
J0402701,樣品基本資料,"姬魚：仙女魚,狗母,汕狗母",魚貝類,"生,去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎",1.04,0.0,0.0,0.24
J0402801,樣品基本資料,"印度鐮齒魚：水狗母,粉粘,那哥,那個魚",魚貝類,"生,去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎",0.49,0.0,0.0,0.1
J0402901,樣品基本資料,"狗母魚(蛇鯔)：狗母梭,狗母",魚貝類,"生,去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎",1.03,0.0,0.01,0.2
J0403001,樣品基本資料,鮟鱇,魚貝類,"生,去鱗,去皮,去頭尾,去內臟及骨刺,混合均勻打碎",0.68,0.0,0.0,0.14
J04031,樣品平均值,"鯔平均值(去皮)：烏(鯔/信/聖)魚,青頭仔(幼魚),奇目仔(成魚),正(大)烏,正(回)頭烏,日本鯔",魚貝類,"生,去鱗,去皮,去頭尾,去內臟及骨刺,混合均勻打碎(不含魚卵)",1.52,0.0,0.07,0.2
J0403101,樣品基本資料,"鯔(2月)：青頭仔(幼魚),奇目仔(成魚),信魚,正烏,烏魚,正頭烏,回頭烏,大烏(澎湖)",魚貝類,"生,去鱗,去皮,去頭尾,去內臟及骨刺,混合均勻打碎",1.37,0.01,0.05,0.2
J0403102,樣品基本資料,"鯔(4月)：青頭仔(幼魚),奇目仔(成魚),信魚,正烏,烏魚,正頭烏,回頭烏,大烏(澎湖)",魚貝類,"生,去鱗,去皮,去頭尾,去內臟及骨刺,混合均勻打碎",1.33,0.0,0.05,0.2
J0403103,樣品基本資料,"鯔(8月)：青頭仔(幼魚),奇目仔(成魚),信魚,正烏,烏魚,正頭烏,回頭烏,大烏(澎湖)",魚貝類,"生,去鱗,去皮,去頭尾,去內臟及骨刺,混合均勻打碎(購買時已去鱗及內臟)",2.24,0.0,0.16,0.17
J0403104,樣品基本資料,"鯔(11月,雄魚)：青頭仔(幼魚),奇目仔(成魚),信魚,正烏,烏魚,正頭烏,回頭烏,大烏(澎湖)",魚貝類,"生,去鱗,去皮,去頭尾,去內臟及骨刺,混合均勻打碎(不含魚精囊)",1.29,0.0,0.04,0.21
J0403105,樣品基本資料,"鯔(11月,雌魚)：青頭仔(幼魚),奇目仔(成魚),信魚,正烏,烏魚,正頭烏,回頭烏,大烏(澎湖)",魚貝類,"生,去鱗,去皮,去頭尾,去內臟及骨刺,混合均勻打碎(不含魚卵)",1.41,0.0,0.05,0.21
